Month,Day,Artist,Album_Name,Record_Label,Year
July,16,"Kevin Gates
","Stranger Than Fiction
",Atlantic Record,2013
July,16,"¡Mayday!
","Believers
",Strange Musi,2013
July,16,"Hieroglyphics
","The Kitchen
",Hieroglyphics Imperium Recording,2013
July,16,"Lil Wyte & Jelly Roll
","No Filter
",Phixieous Entertainmen,2013
July,23,"Rich Gang
","Rich Gang
","Young Money Entertainment, Cash Money Records, Republic Record",2013
July,23,"U-God
","The Keynote Speaker
",Soul Temple Record,2013
July,23,"Chamillionaire
","Reignfall
",Chamillitary Entertainmen,2013
July,30,"Crooked I
","Apex Predator
","Treacherous C.O.B., Empire Distributio",2013
July,30,"Tech N9ne
","Something Else
",Strange Musi,2013
August,6,"Homeboy Sandman
","All That I Hold Dear
",Stones Thro,2013
August,6,"Madchild
","Lawn Mower Man
","Battle Axe, Suburban Noize Record",2013
August,12,"Sifu Hotman
","Sifu Hotman
",Stashin Record,2013
August,13,"Stevie Stone
","2 Birds 1 Stone
",Strange Musi,2013
August,13,"Terrace Martin
","3ChordFold
",AKAI Musi,2013
August,13,"August 18
","No Malice
",Hear Ye Hi,2013
August,13,"Bones
","SCUMBAG
",TeamSES,2013
August,20,"ASAP Ferg
","Trap Lord
","ASAP Worldwide, Polo Grounds Music, RCA Record",2013
August,20,"Earl Sweatshirt
","Doris
","Tan Cressida, Columbia Record",2013
August,20,"Jel
","Late Pass
",Antico,2013
August,20,"Noah23
","Occult Trill III: Blast Master Therion
",Plague Languag,2013
August,27,"Almighty
","2nd Coming
",RBC Record,2013
August,27,"Big Sean
","Hall of Fame
","GOOD Music, Def Jam Recording",2013
August,27,"Goodie Mob
","Age Against the Machine
",The Right Record,2013
August,27,"Juicy J
","Stay Trippy
","Kemosabe Records, Columbia Record",2013
August,27,"Krizz Kaliko
","Son of Sam
",Strange Musi,2013
August,27,"Rapzilla
","King Kulture: Stop the Traffic
",Rapzill,2013
August,30,"Wordburglar
","Welcome to Cobra Island
",Props Dept,2013
September,5,"Brother Ali
","Left in the Deck
",Rhymesayers Entertainmen,2013
September,10,"2 Chainz
","B.O.A.T.S. II: Me Time
",Def Jam Recording,2013
September,10,"Derek Minor
","Minorville
","Reach Records, RM",2013
September,10,"Young Chop
","Precious
",8 Tray Music Grou,2013
September,17,"Grayskul
","Zenith
",Fake Four Inc,2013
September,17,"Maybach Music Group
","Self Made Vol. 3
","Maybach Music Group, Atlantic Record",2013
September,17,"Prozak
","We All Fall Down
",Strange Musi,2013
September,17,"Whitenoise (Sole)
","No More Dystopias
",Black Canyo,2013
September,17,"Stalley
","Honest Cowboy
","Maybach Music Group, Atlantic Record",2013
September,24,"Drake
","Nothing Was the Same
","OVO Sound, Young Money Entertainment, Cash Money Records, Republic Record",2013
September,24,"Guilty Simpson & Small Professor
","Highway Robbery
","Beat Goliath, Coalmine Record",2013
September,24,"Natti
","Still Motion
",APOS Musi,2013
September,30,"Dizzee Rascal
","The Fifth
","Dirtee Stank, Universal Music Grou",2013
September,30,"Nelly
","M.O.
",Republic Record,2013
September,30,"Deltron 3030
","Event 2
","Deltron Partners, Bulk Recording",2013
October,1,"Blue Sky Black Death
","Glaciers
",Fake Four Inc,2013
October,1,"Oddisee
","The Beauty in All
",Mello Music Grou,2013
October,8,"Danny Brown
","Old
",Fool's Gold Record,2013
October,8,"Pusha T
","My Name Is My Name
","GOOD Music, Def Jam Recording",2013
October,8,"Termanology
","Goya
",Brick Record,2013
October,11,"MJG
","Too Pimpin
","Space Age Entertainment, Born Star Entertainmen",2013
October,15,"Shad
","Flying Colours
",Black Box Recordings Inc,2013
October,15,"Black Milk
","No Poison No Paradise
",Fat Beats Record,2013
October,15,"Boldy James
","My 1st Chemistry Set
",Deco,2013
October,15,"Bubba Sparxxx
","Pain Management
","BackRoad Records, Average Joes Entertainmen",2013
October,15,"Cashis
","The County Hound 2
",Bogish Brand Ent,2013
October,15,"Devin the Dude
","One for the Road
","Coughee Brothaz Music, E1 Musi",2013
October,15,"Dom Kennedy
","Get Home Safely
",The Other Peoples Money Compan,2013
October,15,"Young Dro
","High Times
","Grand Hustle Records, E1 Music, Atlantic Record",2013
October,22,"Armand Hammer (Billy Woods & Elucid)
","Race Music
",Backwoodz Studio,2013
October,22,"Blu & Nottz
","Gods in the Spirit
",Coalmine Record,2013
October,22,"Cage
","Kill the Architect
","Eastern Conference Records, KGM",2013
October,22,"David Dallas
","Falling into Place
","Outlier, Dawn Raid Entertainment, Dirty Records, Duck Down Music Inc",2013
October,22,"DJ Khaled
","Suffering from Success
","We the Best Music Group, Cash Money Records, Republic Record",2013
October,28,"Ice Prince
","Fire of Zamani
",Chocolate Cit,2013
October,29,"Beautiful Eulogy
","Instruments of Mercy
",Humble Beas,2013
October,29,"Joey Badass
","Summer Knights EP
","Cinematic Music Group, Pro Era Records, RED Distributio",2013
October,29,"Josh Martinez
","Blotto
",Camobear Musi,2013
October,29,"Vinnie Paz
","Carry on Tradition
",Pazmanian Devil Musi,2013
October,29,"Yancey Boys
","Sunset Blvd.
","Delicious Vinyl, Yancey Media Grou",2013
October,31,"Blaq Poet
","Blaq Death
",Man Bites Dog Record,2013
October,31,"Fredo Santana
","Trappin Ain't Dead
",Savage Squad Record,2013
October,31,"MellowHigh
","MellowHigh
",Odd Future Record,2013
October,31,"Ra Scion
","The Sickle and the Sword
",SCIONtific Record,2013
October,31,"Swamp Thing (Chokeules, Savillion & Timbuktu)
","Firedogs
",URBNE,2013
November,4,"Shady Blaze
","Green Ova's Most Hated
",Green Ov,2013
November,4,"Tinie Tempah
","Demonstration
","Parlophone, Disturbing Londo",2013
November,4,"Troy Ave
","New York City: The Album
",BSB Record,2013
November,5,"Eminem
","The Marshall Mathers LP 2
","Aftermath Entertainment, Shady Records, Interscope Record",2013
November,5,"Ghettosocks
","For You Pretty Things
",Droppin' Science Production,2013
November,5,"Latyrx
","The Second Album
","Latyramid, In",2013
November,5,"Sole
","Crimes Against Totality
",Black Canyo,2013
November,5,"Tech N9ne
","Therapy
",Strange Musi,2013
November,11,"Bun B
","Trill OG: The Epilogue
",Rap-A-Lot Record,2013
November,12,"Built to Fade
","To Dust
",APOS Musi,2013
November,12,"Chris Webby
","Homegrown
","Homegrown, E1 Musi",2013
November,12,"Eddie B. & Harry Fraud
","Paper, Piff & Polo
",Man Bites Dog Record,2013
November,12,"Louis Logic
","Look on the Blight Side
",Fake Four Inc,2013
November,12,"Marco Polo
","PA2: The Director's Cut
","Soulspazm, Inc",2013
November,12,"No Bird Sing
","Definition Sickness
",Strange Famous Record,2013
November,19,"The Godfathers
","Once Upon a Crime
","Psycho+Logical-Records, RBC Record",2013
November,19,"Slim Thug
","Boss Life
",Hogg Lif,2013
November,19,"Sammy Adams
","Homecoming
",RCA Record,2013
November,19,"Webbie
","Savage Life 4
",Trill Entertainmen,2013
November,19,"Yo Gotti
","I Am
","CMG, Epi",2013
November,19,"Yonas
","The Transition Deluxe
","YONAS, LL",2013
November,24,"Hopsin
","Knock Madness
","Funk Volume, Empire Distributio",2013
November,25,"Pitbull
","Meltdown
","Mr. 305, Polo Grounds, RCA Record",2013
November,26,"Chinx
","I'll Take It from Here
","NuSense Music Group, Coke Boy",2013
November,26,"Esoteric & Stu Bangas
","Machete Mode
",Man Bites Dog Record,2013
November,29,"Sido
","30–11–80
","Vertigo, Capitol Record",2013
December,3,"Smif-n-Wessun
","Born and Raised
",Duck Down Music Inc,2013
December,3,"Jim Jones
","We Own the Night
",Vampire Lif,2013
December,6,"Master P
","The Gift
",NLF Digital Medi,2013
December,10,"Childish Gambino
","Because the Internet
","Glassnote Records, Island Record",2013
December,10,"Dice Raw
","Jimmy's Back
","Rawlife, Soul Spaz",2013
December,10,"E-40
","The Block Brochure: Welcome to the Soil 4
",Heavy on the Grind Entertainmen,2013
December,10,"Paul Wall
","#Checkseason
",Paul Wall Musi,2013
December,10,"Problem
","Understand Me
",Diamond Lane Music Grou,2013
December,10,"Roc Marciano
","Marci Beaucoup
",Man Bites Dog Record,2013
December,10,"Snoopzilla & Dâm-Funk
","7 Days of Funk
",Stones Throw Record,2013
December,10,"Tonedeff
","Demon
",QN5 Musi,2013
December,10,"Twista
","Back to the Basics
",GMG Entertainmen,2013
December,11,"Doseone
","The Samurai Gunn EP
",Doseon,2013
December,11,"Serengeti
","C.A.B.
",Antico,2013
December,13,"Snowgoons
","Black Snow 2
",Goon MuSic,2013
December,15,"Talib Kweli
","Gravitas
",Javotti Medi,2013
December,17,"B.o.B
","Underground Luxury
","Rebel Rock, Grand Hustle Records, Atlantic Record",2013
December,17,"Mac Miller
","Live from Space
",Rostrum Record,2013
December,17,"Sean Price & M-Phazes
","Land of the Crooks
",Coalmine Record,2013
December,18,"The Lox
","The Trinity
",D-Block Record,2013
December,19,"D-Sisive & Tone Mason
","Raging Bull
",The Desolate Collectiv,2013
December,25,"The Alchemist
","The Cutting Room Floor 3
",AL,2013
December,25,"Gucci Mane
","The State vs. Radric Davis II: The Caged Bird Sings
","1017 Brick Squad, 101 Distributio",2013
December,25,"Wolves (Bix, D-Sisive, Ghettosocks, Muneshine & Timbuktu)
","Wolves
",Droppin' Science Production,2013
December,30,"Angel Haze
","Dirty Gold
","Island Records, Republic Record",2013
January,10,"Prevail
","SpaseFase
",Battle Axe Record,2012
January,10,"Yo Gotti
","Live from the Kitchen
","Polo Grounds Music, RCA Record",2012
January,14,"Schoolboy Q
","Habits & Contradictions
",Top Dawg Entertainmen,2012
January,17,"Koncept
","Awaken
",Soulspaz,2012
January,17,"The Jacka
","The Verdict
",Siccness.ne,2012
January,17,"Tajai
","Machine Language
",Clear Label Record,2012
January,18,"JTheS
","The Last Days
",,2012
January,24,"Gangrene
","Vodka & Ayahuasca
",Decon Record,2012
January,27,"Lord Finesse
","The Art of Diggin: Blue Note State of Mind (Mini LP Cardboard Gatefold) (Limited Edition)
",Underboss Entertainmen,2012
January,31,"AraabMuzik
","Instrumental University
",Duke Production,2012
January,31,"Various
","Giant Single: Profile Records Rap Anthology
","Arista Records, Legacy Recordings, Sony Musi",2012
February,12,"Rapper Big Pooh
","Sleepers: The Narcoleptic Outtakes
","6 Hole, Caroline Distributio",2012
February,14,"Busdriver
","Beaus$Eros
",Fake Four Inc,2012
February,14,"Curren$y
","Muscle Car Chronicles
",DD17,2012
February,14,"M-Phazes
","Phazed Out
",Coalmine Record,2012
February,21,"Chiddy Bang
","Breakfast
","Virgin Records, I.R.S. Record",2012
February,21,"Tyga
","Careless World: Rise of the Last King
","Young Money Entertainment, Cash Money Records, Republic Records, Island Record",2012
February,24,"Hodgy
","untitled
",Odd Future Record,2012
February,24,"Noah23
","Noah23 for Dummies
",,2012
February,28,"Biz Markie
","The Biz Never Sleeps (Re-Issue)
",Traffic Entertainment Grou,2012
February,28,"C-Bo
","Cali Connection
","Ca$hville Records, West Coast Mafia Records, Black October Musi",2012
February,28,"Copywrite
","God Save The King
",Man Bites Dog Record,2012
February,28,"Gensu Dean
","Standard Life
",,2012
February,28,"Ja Rule
","Pain Is Love 2
","Mpire Music Group, Fontana Distributio",2012
February,28,"Lee Bannon
","Fantastic Plastic
",Plug Researc,2012
February,28,"Maino
","The Day After Tomorrow
","Hustle Hard, E1 Music, Atlantic Record",2012
February,28,"Opio
","Vultures Wisdom, Vol. 2
",Hieroglyphics Imperium Recording,2012
February,28,"Planet Asia
","Black Belt Theatre
",Green Streets Entertainmen,2012
February,28,"Shabaam Sahdeeq
","Relentless Pt. 2
","Hardtimes Records, Marvial Entertainmen",2012
February,28,"Stones Throw Records & Minimal Wave Records
","The Minimal Wave Tapes Vol. 2
","Stones Throw Records, Minimal Wave Record",2012
February,28,"Too Short
","No Trespassing
",Dangerous Musi,2012
March,2,"Kay One
","Prince of Belvedair
",Ersguterjung,2012
March,3,"Joey Barbieri
","Closer 2 Closure
",,2012
March,6,"The Alchemist
","Rapper's Best Friend 2
","Decon Records, ALC Record",2012
March,6,"Chaundon
","The Jammington
",Golden Era Music Inc,2012
March,6,"DJ Premier & Bumpy Knuckles
","StOoDiOtYmE EP
",Gracie Production,2012
March,6,"Flame
","The 6th
",Clear Sight Musi,2012
March,6,"Ethelwulf
","The Wolf Gang's Rodolphe
",The Hollow Squa,2012
March,6,"Young Noble
","Outlaw Rydahz Vol. 1
",Outlaw Record,2012
March,13,"Blacastan
","Master Builder Part II
",Brick Record,2012
March,13,"Boogie Down Productions
","South Bronx Teachings: A Collection Of Boogie Down Productions
",B-Boy Record,2012
March,13,"Del the Funky Homosapien
","I Wish My Brother George Was Here (Re-Issue w/ Bonus Poster)
",Elektra Record,2012
March,13,"MC Shan
","Q.B. O.G.: The Best Of MC Shan
","Cold Chillin', Traffic Entertainment Grou",2012
March,13,"Mr. Capone-E & Mr. Criminal
","SS Til I Die: 13 Shots
","Hi Power Entertainment, PMC Music Grou",2012
March,13,"Ras Kass
","Greatest Misses
",Mo Thugs Record,2012
March,13,"Tech N9ne
","Klusterfuk
",Strange Musi,2012
March,20,"Diggy Simmons
","Unexpected Arrival
",Atlantic Record,2012
March,20,"MGK
","Half Naked & Almost Famous
","Bad Boy Records, Interscope Record",2012
March,20,"Odd Future
","The OF Tape Vol. 2
","Odd Future Records, RED Distributio",2012
March,20,"Pep Love
","Rigmarole
",Clear Label Record,2012
March,26,"E-40
","The Block Brochure: Welcome to the Soil 1
","Heavy On the Grind Entertainment, EM",2012
March,27,"DJ Premier & Bumpy Knuckles
","The Kolexxxion
",Gracie Production,2012
March,27,"Gift Of Gab
","The Next Logical Progression
",,2012
March,27,"Illa Ghee
","Angeldust & Waffles
",,2012
March,27,"Iron Solomon
","Monster
",,2012
March,27,"Lootpack
","Soundpieces: Da Antidote (Re-Issue)
",,2012
March,27,"Madlib
","Medicine Show Number 01-13: The Brick (Limited Edition)
",,2012
March,27,"¡Mayday!
","Take Me To Your Leader
",Strange Musi,2012
April,3,"De La Soul's Plug 1 & Plug 2 Present...
","First Serve
",,2012
April,3,"Laroo & Turf Talk
","Sick-Wid-It: Block Ops
",,2012
April,3,"Nicki Minaj
","Pink Friday: Roman Reloaded
",,2012
April,3,"Obie Trice
","Bottoms Up
",,2012
April,3,"Ras Kass
","Spit No Evil
",,2012
April,9,"Casey Veggies
","Customized Greatly Vol. 3
",,2012
April,10,"Ayatollah & Moka Only
","Bridges
",,2012
April,10,"J. Rawls
","The Liquid Crystal Project 3
",,2012
April,10,"Mac Lucci
","The Pre-Hustle 2
",,2012
April,10,"Mr. Criminal
","Young Brown and Dangerous: The Album
",,2012
April,10,"Trip Lee
","The Good Life
",,2012
April,17,"Balance
","Golden State Warriorz 2
",,2012
April,17,"Blanco & Nipsey Hussle
","Raw
",,2012
April,17,"CopperWire
","Earthbound
",,2012
April,17,"D-Dimes
","Gas & Weed: Tour Life
",,2012
April,17,"Future
","Pluto
",,2012
April,17,"Mac Mall
","The Rebellion Against All There Is
",,2012
April,20,"Snoop Dogg
","Stoners EP
",,2012
April,24,"Chuuwee
","Crown Me King
",,2012
April,24,"Death Grips
","The Money Store
",,2012
April,24,"Jaecyn Bayne
","Audio Therapy
",,2012
April,24,"Mickey Avalon
","Loaded
",,2012
April,24,"Prozak
","Paranormal
",,2012
April,24,"Reks
","Straight, No Chaser
",,2012
April,24,"Saukrates
","Season One
",,2012
April,24,"Showbiz
","Still Diggin' Volume 1
",,2012
April,24,"Yukmouth
","Half Baked
",,2012
April,27,"4two7
","Internal Dialogue
",,2012
May,1,"Apollo Brown & O.C.
","Trophies
",,2012
May,1,"B.o.B
","Strange Clouds
",,2012
May,1,"Blockhead
","Interludes After Midnight
",,2012
May,1,"DeStorm Power
","Be Careful
",,2012
May,8,"Big K.R.I.T.
","ReturnOf4Eva (Deluxe Edition)
",,2012
May,8,"I Self Divine
","The Sounds Of Low Class America
",,2012
May,8,"Pitbull
","Original Hits
",,2012
May,8,"Punchline & DJ Soulclap
","Underground Superstars
",,2012
May,8,"The Jacka
","The Sentence
",,2012
May,11,"Ab-Soul
","Control System
",,2012
May,15,"Blanco & Yukmouth
","Cookies'n Cream
",,2012
May,15,"J. Rocc
","Taster's Choice Vol. 6
",,2012
May,15,"Joe Budden
","Mood Muzik: The Box Set
",,2012
May,15,"Killer Mike
","R.A.P. Music
",,2012
May,15,"Krizz Kaliko
","Kickin' and Screamin'
",,2012
May,15,"Psycho Realm
","Psycho Realm Presents Sick Jacken and Cynic: Terror Tapes 2
",,2012
May,17,"Dark Side Poet
","I: The Radical Sound
",,2012
May,17,"Audio Stepchild
","Every Coincidence is Significant
",,2012
May,17,"Casual
","He Still Think He Raw
",,2012
May,17,"Devin the Dude
","Seriously Trippin
",,2012
May,17,"El-P
","Cancer for Cure
",,2012
May,17,"J57
","2057
",,2012
May,17,"Tha Chill
","Chillafornia
",,2012
May,25,"J Dilla
","Dillatroit
",,2012
May,29,"Azealia Banks
","1991
",,2012
May,29,"Chuuwee
","Wild Style
",,2012
May,29,"Doseone
","G Is For Deep
",,2012
May,29,"Illus
","Family First
",,2012
May,29,"Travis Porter
","From Day 1
",,2012
June,5,"Big K.R.I.T.
","Live from the Underground
",,2012
June,5,"Bigg Jus
","Machines That Make Civilization Fun
",,2012
June,5,"Curren$y
","The Stoned Immaculate
",,2012
June,5,"Cypress Hill & Rusko
","Cypress X Rusko
",,2012
June,5,"DJ Shadow
","Total Breakdown: Hidden Transmissions From The MPC Era, 1992–1996
",,2012
June,5,"Kool Keith
","Love & Danger
",,2012
June,5,"Nottz
","In My Mind
",,2012
June,5,"Oh No
","OhNoMite
",,2012
June,5,"Rahlo
","K.I.C.K. P.U.S.H.
",,2012
June,11,"Pouya
","Fuck It
",,2012
June,12,"BURNTmd
","Not So Black & White
",,2012
June,12,"Diplo
","Express Yourself EP
",,2012
June,12,"J Dilla
","Rebirth Of Detroit
",,2012
June,12,"Kid Ink
","Up & Away
",,2012
June,12,"Oddisee
","People Hear What They See
",,2012
June,12,"Rosco P. Coldchain
","Almost Famous
",,2012
June,12,"SpaceGhostPurrp
","Mysterious Phonk
",,2012
June,12,"Stevie Stone
","Rollin' Stone
",,2012
June,12,"Waka Flocka Flame
","Triple F Life: Fans, Friends & Family
",,2012
June,12,"Wordsworth
","The Photo Album
",,2012
June,19,"Beautiful Eulogy
","Satellite Kite
",,2012
June,19,"Del the Funky Homosapien & Parallel Thought
","Attractive Sin
",,2012
June,19,"House Shoes
","Let It Go
",,2012
June,19,"Juvenile
","Rejuvenation
",,2012
June,19,"Lil Wyte
","Still Doubted?
",,2012
June,19,"Pastor Troy
","The Last Outlaw
",,2012
June,19,"Smoke DZA
","Rugby Thompson
",,2012
June,26,"Eminem
","Curtain Call: The Hits (Import)
",,2012
June,26,"Large Professor
","Professor @ Large
",,2012
June,26,"Lil Scrappy
","Tha Gru$tle
",,2012
June,26,"Maybach Music Group
","Self Made Vol. 2
",,2012
June,26,"Open Mike Eagle
","4NML HSPTL
",,2012
June,26,"XV
","The Awesome EP
",,2012
June,26,"Flo Rida
","Wild Ones
",,2012
July,3,"C-Bo
","Orca
",,2012
July,3,"King Magnetic
","Everything's a Gamble Volume 3
",,2012
July,3,"Prodigy
","H.N.I.C. 3
",,2012
July,3,"Tha Dogg Pound
","Doggy Bag
",,2012
July,3,"Young Zee & Mr. Green
","One Crazy Weekend
",,2012
July,4,"Bones
","WhiteRapper
",,2012
July,6,"Cro
","Raop
",,2012
July,10,"Aesop Rock
","Skelethon
",,2012
July,10,"Freddie Gibbs & Madlib
","Shame
",,2012
July,13,"Public Enemy
","Most of My Heroes Still Don't Appear on No Stamp
",,2012
July,17,"8Ball
","Life's Quest
",,2012
July,17,"KB
","Weight & Glory
",,2012
July,17,"Masta Ace
","MA DOOM: Son of Yvonne
",,2012
July,17,"Nas
","Life Is Good
",,2012
July,17,"Snowgoons
","Snowgoons Dynasty
",,2012
July,17,"Tanya Morgan
","You & What Army? (Retail)
",,2012
July,17,"The Alchemist
","Russian Roulette
",,2012
July,24,"Big Shug
","I.M. 4-EVA
",,2012
July,24,"Blu &  Exile
","Maybe One Day
",,2012
July,24,"GZA
","Liquid Swords (Box Set)
",,2012
July,24,"Lloyd Banks
","V.6: The Gift
",,2012
July,24,"Rasco
","United Fakes of America
",,2012
July,24,"Reks & Numonics
","REBELutionary
",,2012
July,31,"2nd II None
","Infinite
",,2012
July,31,"D-Shot
","Ghetto
",,2012
July,31,"La Coka Nostra
","Masters of the Dark Arts
",,2012
July,31,"Necro
","The Murder Murder Kill Kill EP
",,2012
July,31,"Rick Ross
","God Forgives, I Don't
",,2012
August,7,"AWAR
","The Laws Of Nature
",,2012
August,7,"Kokane & Traffik
","The New Frontier
",,2012
August,7,"¡Mayday!
","Thrift Store Halos
",,2012
August,12,"Apollon Musik
","Unter der Sonne
",,2012
August,13,"Beedie
","Above The Weather
",,2012
August,14,"2 Chainz
","Based on a T.R.U. Story
",,2012
August,14,"Block McCloud
","Four Walls
",,2012
August,14,"Insane Clown Posse
","The Mighty Death Pop!
",,2012
August,14,"Kottonmouth Kings
","Mile High
",,2012
August,14,"Ron Artiste
","R.I.D.S.
",,2012
August,14,"Strong Arm Steady & Statik Selektah
","Stereo Type
",,2012
August,20,"JJ DOOM
","Key to the Kuffs
",,2012
August,21,"Busta Rhymes
","Year of the Dragon
",,2012
August,21,"DJ Khaled
","Kiss the Ring
",,2012
August,21,"Mistah F.A.B. & I-Rocc
","Face Off
",,2012
August,28,"Beanie Sigel
","This Time
",,2012
August,28,"CES Cru
","13
",,2012
August,28,"Keak da Sneak
","Cheddar Cheese I Say
",,2012
August,28,"Madchild
","Dope Sick
",,2012
August,28,"Rapsody
","The Idea of Beautiful
",,2012
August,28,"Slaughterhouse
","welcome to: OUR HOUSE
",,2012
August,28,"Stu Bangas & Vanderslice
","Diggaz with Attitude
",,2012
August,28,"TobyMac
","Eye on It
",,2012
August,28,"Torae
","Off The Record: The EP
",,2012
September,2,"Bones
","TypicalRapShit
",,2012
September,4,"Blu & Exile
","Give Me My Flowers While I Can Smell Them
",,2012
September,4,"Brown Bag AllStars
","Brown Label Pt. 2
",,2012
September,4,"Lecrae
","Gravity
",,2012
September,4,"Sky Balla
","Tha Life I Cho$e
",,2012
September,11,"Apathy
","The Alien Tongue
",,2012
September,11,"DMX
","Undisputed
",,2012
September,11,"Kevlaar 7 & Woodenchainz
","Sophisticated Movements
",,2012
September,18,"Baby Bash & Lucky Luciano
","Playamade Mexicanz
",,2012
September,18,"Brother Ali
","Mourning in America and Dreaming in Color
",,2012
September,18,"Double A.B. & Dub Sonata
","Media Shower
",,2012
September,18,"G.O.O.D. Music
","Cruel Summer
",,2012
September,18,"Homeboy Sandman
","First Of A Living Breed
",,2012
September,18,"Kreayshawn
","Somethin' 'Bout Kreay
",,2012
September,18,"Tech N9ne
","E.B.A.H.
",,2012
September,25,"Blaq Poet
","E.B.K. (EveryBodyKilla)
",,2012
September,25,"Bumpy Knuckles & Statik Selektah
","Ambition
",,2012
September,25,"Chino XL
","RICANstruction: The Black Rosary
",,2012
September,25,"Danny!
","Payback
",,2012
September,25,"Death Row Records
","20 To Life: Rare And Dangerous Vol. 2
",,2012
September,25,"Freddie Gibbs
","Baby Face Killa
",,2012
September,25,"Lupe Fiasco
","Lupe Fiasco's Food & Liquor II: The Great American Rap Album Pt. 1
",,2012
September,25,"Murs & Fashawn
","This Generation
",,2012
September,29,"Pouya
","Don't Sleep On Me Hoe
",,2012
October,1,"Death Grips
","NØ LØV∑ D∑∑P W∏B
",,2012
October,2,"DJ Drama
","Quality Street Music
",,2012
October,2,"Kutt Calhoun
","Kelvin
",,2012
October,2,"Prodigy
","The Bumpy Johnson Album
",,2012
October,2,"Skyzoo
","A Dream Deferred
",,2012
October,2,"Z-Ro
","Angel Dust
",,2012
October,2,"Zion I
","Shadowboxing
",,2012
October,9,"Jay-Z
","Live In Brooklyn
",,2012
October,9,"Macklemore & Ryan Lewis
","The Heist
",,2012
October,9,"MellowHype
","Numbers
",,2012
October,9,"MGK
","Lace Up
",,2012
October,9,"Project Pat & Nasty Mane
","Belly in Full 2
",,2012
October,9,"Xzibit
","Napalm
",,2012
October,16,"Blueprint
","Deleted Scenes
",,2012
October,16,"Dead Prez
","Information Age
",,2012
October,16,"Greydon Square
","Type II : The Mandelbrot Set
",,2012
October,16,"Prince Paul
","Negroes On Ice
",,2012
October,16,"Various Artists
","A3C Volume 2
",,2012
October,16,"K'naan
","Country, God or the Girl
",,2012
October,22,"Cold187um
","The Only Solution
",,2012
October,22,"DJ Paul
","A Person of Interest
",,2012
October,22,"Kendrick Lamar
","Good Kid, M.A.A.D City
",,2012
October,22,"RZA
","The Man With The Iron Fists
",,2012
October,22,"Twiztid
","Abominationz
",,2012
October,22,"Vinnie Paz
","God of the Serengeti
",,2012
October,23,"P.O.S
","We Don't Even Live Here
",,2012
October,23,"Stevie Stone
","Momentum
",,2012
October,23,"Styles of Beyond
","Reseda Beach
",,2012
October,30,"Ca$his
","The Art of Dying
",,2012
October,30,"Craig G
","Ramblings Of An Angry Old Man
",,2012
October,30,"Lil Keke
","Heart Of A Hustla
",,2012
October,30,"Meek Mill
","Dreams & Nightmares
",,2012
October,30,"Sean Price
","Mic Tyson
",,2012
October,30,"Tech N9ne
","Boiling Point
",,2012
October,30,"The Coup
","Sorry to Bother You
",,2012
November,6,"E-40 & Too Short
","History: Function Music
",,2012
November,6,"History: Mob Music
","
","
Debuted at No. 66 on the Billboard 20",2012
November,6,"JR & PH7
","The Good Life
",,2012
November,6,"Lil' Fame & Termanology
","Fizzyology
",,2012
November,6,"Mr. Muthafuckin eXquire
","Power & Passion
",,2012
November,6,"Saigon
","The Greatest Story Never Told Chapter 2: Bread and Circuses
",,2012
November,13,"9th Wonder & Buckshot
","The Solution
",,2012
November,13,"Apollo Brown & Guilty Simpson
","Dice Game
",,2012
November,13,"Murs & 9th Wonder
","The Final Adventure
",,2012
November,13,"Roc Marciano
","Reloaded
",,2012
November,13,"Yelawolf & Travis Barker
","Psycho White
",,2012
November,13,"Young Noble
","Son of God
",,2012
November,13,"Sole
","A Ruthless Criticism of Everything Existing
",,2012
November,19,"Nicki Minaj
","Pink Friday: Roman Reloaded - The Re-Up
",,2012
November,19,"Pitbull
","Global Warming
",,2012
November,20,"Black C
","Still Ruthless
",,2012
November,20,"Jet Life
","Jet World Order 2
",,2012
November,20,"Rapper Big Pooh
","Fat Boy Fresh Vol. 2
",,2012
November,20,"Styles P
","The World's Most Hardest MC Project
",,2012
November,21,"GrandMilly & Bones
","BLVCKNWHITE
",TeamSES,2012
November,27,"Freeway
","Diamond In the Ruff
",,2012
November,27,"Future
","Pluto 3D
",,2012
November,27,"Ghostface Killah & Sheek Louch
","Wu Block
",,2012
November,27,"Krizz Kaliko
","Neh'mind
",,2012
November,27,"Lone Ninja
","Rogue Agent
",,2012
November,27,"Neako
","These Are the Times
",,2012
November,27,"Pac Div
","GMB
",,2012
December,1,"Bones
","Bones
",,2012
December,4,"Sadat X
","Love, Hell or Right
",,2012
December,4,"Daz Dillinger
","Witit Witit
",,2012
December,4,"Wiz Khalifa
","O.N.I.F.C.
",,2012
December,11,"Big Boi
","Vicious Lies and Dangerous Rumors
",,2012
December,11,"The Game
","Jesus Piece
",,2012
December,11,"Masta Killa
","Selling My Soul
",,2012
December,17,"Dark Side Poet
","II: Hard Candy
",Real2Reel/Vestig,2012
December,18,"Chief Keef
","Finally Rich
",,2012
December,18,"T.I.
","Trouble Man: Heavy Is the Head
",,2012
December,21,"Noah23
","Wingfoot
",,2012
December,24,"Skillz
","Thoughts Become Things
",,2012
December,25,"Bones
","1Million Blunts
",,2012
January,1,"G-Side
","The One...Cohesive
",0,2011
January,11,"DJ Vlad Presents... M-Eighty
","Taking Back What's Mine: The Official Compilation Album
",0,2011
